0.200, -1.007e-3
0.199, -1.007e-3
0.198, -1.007e-3
0.197, -1.007e-3
0.196, -1.007e-3
0.195, -1.007e-3
0.194, -1.007e-3
0.193, -1.007e-3
0.192, -9.950e-4
0.191, -6.900e-4
0.190, -4.361e-4
0.189, -3.053e-4
0.188, -2.310e-4
0.187, -1.850e-4
0.186, -1.544e-4
0.185, -1.329e-4
0.184, -1.170e-4
0.183, -1.050e-4
0.182, -9.545e-5
0.181, -8.784e-5
0.180, -8.160e-5
0.179, -7.637e-5
0.178, -7.197e-5
0.177, -6.820e-5
0.176, -6.491e-5
0.175, -6.212e-5
0.174, -5.955e-5
0.173, -5.738e-5
0.172, -5.542e-5
0.171, -5.361e-5
0.170, -5.201e-5
0.169, -5.059e-5
0.168, -4.924e-5
0.167, -4.809e-5
0.166, -4.694e-5
0.165, -4.594e-5
0.164, -4.503e-5
0.163, -4.413e-5
0.162, -4.335e-5
0.161, -4.264e-5
0.160, -4.191e-5
0.159, -4.133e-5
0.158, -4.068e-5
0.157, -4.014e-5
0.156, -3.964e-5
0.155, -3.911e-5
0.154, -3.869e-5
0.153, -3.829e-5
0.152, -3.781e-5
0.151, -3.750e-5
0.150, -3.706e-5
0.149, -3.676e-5
0.148, -3.647e-5
0.147, -3.614e-5
0.146, -3.586e-5
0.145, -3.563e-5
0.144, -3.530e-5
0.143, -3.515e-5
0.142, -3.487e-5
0.141, -3.469e-5
0.140, -3.450e-5
0.139, -3.430e-5
0.138, -3.410e-5
0.137, -3.396e-5
0.136, -3.377e-5
0.135, -3.368e-5
0.134, -3.349e-5
0.133, -3.338e-5
0.132, -3.328e-5
0.131, -3.313e-5
0.130, -3.303e-5
0.129, -3.297e-5
0.128, -3.282e-5
0.127, -3.279e-5
0.126, -3.264e-5
0.125, -3.259e-5
0.124, -3.257e-5
0.123, -3.244e-5
0.122, -3.240e-5
0.121, -3.238e-5
0.120, -3.226e-5
0.119, -3.229e-5
0.118, -3.217e-5
0.117, -3.217e-5
0.116, -3.216e-5
0.115, -3.211e-5
0.114, -3.207e-5
0.113, -3.209e-5
0.112, -3.199e-5
0.111, -3.206e-5
0.110, -3.198e-5
0.109, -3.202e-5
0.108, -3.202e-5
0.107, -3.200e-5
0.106, -3.199e-5
0.105, -3.202e-5
0.104, -3.200e-5
0.103, -3.208e-5
0.102, -3.209e-5
0.101, -3.207e-5
0.100, -3.210e-5
0.099, -3.206e-5
0.098, -3.212e-5
0.097, -3.215e-5
0.096, -3.213e-5
0.095, -3.226e-5
0.094, -3.218e-5
0.093, -3.221e-5
0.092, -3.231e-5
0.091, -3.231e-5
0.090, -3.236e-5
0.089, -3.241e-5
0.088, -3.239e-5
0.087, -3.254e-5
0.086, -3.248e-5
0.085, -3.256e-5
0.084, -3.265e-5
0.083, -3.267e-5
0.082, -3.270e-5
0.081, -3.279e-5
0.080, -3.278e-5
0.079, -3.293e-5
0.078, -3.291e-5
0.077, -3.303e-5
0.076, -3.307e-5
0.075, -3.311e-5
0.074, -3.318e-5
0.073, -3.328e-5
0.072, -3.329e-5
0.071, -3.347e-5
0.070, -3.344e-5
0.069, -3.355e-5
0.068, -3.364e-5
0.067, -3.366e-5
0.066, -3.376e-5
0.065, -3.387e-5
0.064, -3.390e-5
0.063, -3.407e-5
0.062, -3.405e-5
0.061, -3.416e-5
0.060, -3.429e-5
0.059, -3.434e-5
0.058, -3.444e-5
0.057, -3.452e-5
0.056, -3.457e-5
0.055, -3.474e-5
0.054, -3.475e-5
0.053, -3.488e-5
0.052, -3.503e-5
0.051, -3.510e-5
0.050, -3.518e-5
0.049, -3.531e-5
0.048, -3.533e-5
0.047, -3.553e-5
0.046, -3.552e-5
0.045, -3.565e-5
