car_weight,car_velocity,tire_width,road_type,measured_braking_distance
1496.4691855978617,50.76191688728263,185,tarmac_wet,21.853128020051653
1086.1393349503794,47.16219557331818,145,tarmac_dry,10.547325389099452
1026.851453564203,4.404137982230356,185,tarmac_wet,0.1661078798416779
1351.3147690828912,106.08235132528408,145,tarmac_wet,96.81466153150542
1519.468969785563,81.17761313617508,165,tarmac_dry,37.847769366674825
1223.106460124461,93.39089196366376,135,tarmac_wet,79.54519619784384
1780.7641983846156,79.886519464903,145,snow_road,108.3357207684771
1484.8297385848632,41.160019213420625,145,tarmac_wet,13.745863474983468
1280.9319014843609,60.81526511010309,175,tarmac_dry,21.112441614738753
1192.1175181941505,15.449433472156485,175,tarmac_dry,1.4041712141818463
1143.1780161508693,19.394076044889008,145,snow_road,5.22203510746853
1529.0497073840415,38.88822989524907,165,tarmac_wet,13.876595071607309
1238.5722446796244,77.24217538282281,155,snow_road,86.80416114215545
859.6778966095684,71.95136922931006,175,snow_road,79.01127687198138
1198.0442553304315,93.03121812683035,135,snow_road,124.94252341645787
1537.9954057320356,63.85885893251427,175,snow_road,61.87900198393501
982.4917304534999,81.08051088728111,165,tarmac_dry,31.427627943674803
975.4517561474926,5.266053859374726,145,tarmac_wet,0.2683122846050149
1331.5513738418385,111.9957484303608,145,snow_road,228.38183090617252
1331.827587096866,101.54244671334031,185,snow_road,186.42445379581434
1434.400958551321,112.39375762844531,175,tarmac_dry,55.00256480092687
1649.4317940777896,20.83500414226728,135,tarmac_wet,3.9495651076084224
1524.4553248606353,17.516800488131675,185,tarmac_wet,2.7403076547404903
1411.0235106775829,64.82929142156608,145,tarmac_wet,35.56291240251264
1522.4433825702217,100.6462225542353,165,snow_road,166.5527668989449
1122.9589138531783,88.60537161544801,155,tarmac_dry,37.62500373355295
1161.788655622314,31.0350663086193,155,snow_road,15.277629939948673
1028.2632308789557,57.029910533359434,135,tarmac_wet,26.28715253346058
1093.7140463888295,28.24317699392597,135,snow_road,11.436273983857356
1430.976123854488,67.70762649576268,135,snow_road,66.87704055132245
892.1049399450752,68.10387627716247,185,snow_road,67.24764425291178
1233.701172679528,9.974389715700024,185,tarmac_dry,0.4579563016587466
1230.8627633296437,75.93799984760527,165,tarmac_wet,46.87457888428714
1293.6850976503063,11.643636839508812,155,tarmac_wet,1.2488673607934417
1225.830290295828,3.3485448476518664,175,snow_road,0.1878089849110292
1112.2612229724652,102.61554362819788,155,snow_road,197.0052455398708
1226.3513069628082,29.81365888287823,155,snow_road,13.910905586015778
1693.3891631171348,55.81203647262471,135,snow_road,54.668380125169115
1744.1600182038796,112.55530864950065,155,snow_road,174.84107981247385
1301.8366758843365,75.04961309349689,135,snow_road,84.21078084319583
1423.9529517921112,44.712700993732334,175,tarmac_wet,17.585307739655534
915.6183950792957,102.22098510821766,185,tarmac_dry,62.2171601280251
1117.285481820321,25.74895165287966,135,tarmac_wet,5.670537278584403
1214.8262119536319,58.59148669517897,175,snow_road,51.90529049131755
1666.309157883366,67.88864945546858,185,snow_road,70.33465499759443
1050.4553653965067,70.29916238806878,165,tarmac_wet,47.56540061252722
1283.0342642627043,2.101184644867784,145,tarmac_wet,0.03652240814024335
1785.5597856107051,45.23609630999965,135,tarmac_wet,16.47312830489986
